year,make,brand,body,transmission,state,qty sold,mileage,outer color,interior color,seller,costprice,sellingprice,salemonth
2001,BMW,3 Series,Sedan,automatic,tn,36,86177,red,brown,remarketing of america,3575,3500,Dec
2001,BMW,5 Series,Sedan,automatic,va,19,110373,black,tan,primeritus remarketing/best buy cars inc.,1825,2500,Dec
2001,Land Rover,Range Rover,SUV,automatic,wa,0,167711,gold,â€”,dougs lynnwood mazda,1275,600,Dec
2001,Lexus,LX 470,SUV,automatic,mo,0,145985,gray,â€”,hendrick lexus kansas city,10300,9900,Dec
2001,Lexus,LS 430,Sedan,automatic,fl,0,247447,black,gray,classic auto brokers inc,5425,5200,Dec
2001,Lexus,LX 470,SUV,automatic,ca,0,208438,white,tan,ar motorsport,8875,9600,Dec
2001,Lexus,ES 300,Sedan,automatic,il,0,227247,silver,â€”,renew wholesale auto sales inc,1500,1750,Dec
2001,Lexus,IS 300,Sedan,automatic,tx,17,152628,silver,black,dt inventory,2625,2500,Dec
2001,Lexus,ES 300,Sedan,automatic,az,0,189706,white,beige,dealer network group auto wholesale,2150,2300,Dec
2001,Lexus,ES 300,Sedan,automatic,fl,0,120398,brown,tan,arg inc,3325,1400,Dec
2001,Lexus,GS 430,Sedan,automatic,fl,2,106973,silver,black,d&a fine cars,5450,5300,Dec
2001,Toyota,Sequoia,SUV,automatic,va,19,222079,silver,gray,mazda and volkswagon of fredericksburg,3350,2500,Dec
2001,Toyota,Corolla,Sedan,automatic,va,44,1,silver,tan,purple heart,2075,400,Dec
2001,Toyota,4Runner,SUV,automatic,il,26,1,silver,gray,nationwide acceptance,4700,1500,Jan
2001,Toyota,Celica,Hatchback,automatic,il,0,203938,black,â€”,signature auto enterprises inc,1250,1500,Dec
2001,Toyota,Avalon,Sedan,automatic,az,2,80548,silver,gray,maximum title loans,3400,3500,Dec
2001,Toyota,Highlander,SUV,automatic,il,0,172557,black,â€”,grossinger toyota north,4475,2800,Dec
2001,Toyota,Sequoia,SUV,automatic,il,0,111837,black,â€”,silver auto sales inc,4675,5500,Dec
2001,Toyota,Highlander,SUV,automatic,pa,38,146085,beige,beige,adcock brothers inc,3900,5400,Jan
2001,Toyota,Highlander,SUV,automatic,ga,0,223648,silver,gray,j t philips auto,3525,3400,Dec
2001,Toyota,Avalon,Sedan,automatic,fl,29,117695,gray,gray,courtesy palm harbor honda,2875,3600,Dec
2001,Toyota,Avalon,Sedan,automatic,fl,0,163255,white,gray,coconut creek auto mall,2200,2900,Dec
2001,Toyota,Avalon,Sedan,automatic,il,0,102546,silver,â€”,mercedes benz of orland park,3075,4100,Dec
2001,Toyota,ECHO,Coupe,automatic,la,0,109430,blue,â€”,team honda,2125,2100,Dec
2001,Toyota,Highlander,SUV,automatic,on,0,268827,beige,â€”,napat limited,3850,4000,Dec
2001,Toyota,Sequoia,SUV,automatic,fl,0,255701,black,gray,ocean honda,3050,2900,Dec
2001,Toyota,Camry,Sedan,automatic,nv,0,131864,white,â€”,jersey's auto sales,2075,3300,Dec
2001,Toyota,Camry,Sedan,automatic,nv,0,236201,blue,â€”,gaudin motor co,1400,1500,Dec
2001,Toyota,Avalon,Sedan,automatic,tx,0,132016,gray,gray,dick poe toyota,2675,2500,Dec
2001,Toyota,Corolla,Sedan,automatic,fl,0,204563,gray,gray,ocean honda,1025,1400,Dec
2001,Toyota,Highlander,SUV,automatic,pa,19,121190,green,beige,nawi leasing inc,3625,3000,Dec
2001,Toyota,Corolla,Sedan,automatic,on,0,261730,black,â€”,g b services,650,450,Dec
2001,Toyota,Sequoia,SUV,automatic,il,0,117182,gray,â€”,grossinger city toyota,4675,4000,Dec
2001,Toyota,4Runner,SUV,automatic,va,33,162354,white,beige,blue knob auto sales inc,3500,3900,Dec
2001,Toyota,4Runner,SUV,automatic,pa,0,167038,black,â€”,luxury fleet serv inc,3475,3500,Dec
2001,Toyota,Celica,Hatchback,automatic,mn,3,181801,red,gray,burnsville toyota,1300,1200,Jan
2001,Toyota,Corolla,Sedan,automatic,tx,0,134031,white,tan,texas preowned auto group,1600,2600,Dec
2001,Toyota,Highlander,SUV,automatic,il,0,215132,silver,â€”,mc grath honda,4200,4400,Dec
2001,Toyota,Highlander,SUV,automatic,va,0,158153,white,â€”,wind rider auto outlet inc,4575,4200,Dec
2001,Toyota,Avalon,Sedan,automatic,nv,0,200132,black,â€”,kingman honda,1875,1700,Dec
2001,Toyota,Corolla,Sedan,automatic,nv,0,117361,beige,â€”,shaker motors,1650,2250,Dec
2001,Toyota,Prius,Sedan,automatic,va,26,207006,blue,gray,toyota of glen burnie,1175,1350,Dec
2001,Toyota,Corolla,Sedan,automatic,on,0,363320,black,brown,g b services,100,500,Dec
2001,Toyota,Celica,Hatchback,automatic,tx,1,89773,red,black,purple heart,3050,800,Dec
2001,Toyota,Corolla,Sedan,automatic,az,27,175183,white,gray,hertz remarketing,1300,1700,Dec
2001,Toyota,Highlander,SUV,automatic,va,0,135432,beige,â€”,hickory used cars inc,4725,5100,Dec
2001,Toyota,Corolla,Sedan,automatic,md,0,149677,beige,â€”,sheehy nissan,1525,1400,Dec
2001,Toyota,ECHO,Coupe,automatic,ga,19,247293,silver,gray,auto money title loans,1125,900,Dec
2001,Toyota,Sequoia,SUV,automatic,fl,0,152950,gray,gray,lorenzo bomnin chevrolet,4000,3500,Dec
2000,BMW,3 Series,Sedan,automatic,fl,19,122179,green,beige,myrddin fleet services,2125,800,Dec
2000,BMW,3 Series,Sedan,automatic,fl,19,201103,black,beige,branford motor 1,1025,1000,Jan
2000,BMW,3 Series,Sedan,automatic,va,0,142498,red,â€”,noor motor  inc.,2000,1800,Dec
2000,BMW,5 Series,Sedan,automatic,nj,26,156076,silver,gray,lester glenn buick,1625,1050,Jan
2000,BMW,3 Series,Sedan,automatic,va,0,123720,white,â€”,manheim fredericksburg,2025,1550,Dec
2000,BMW,5 Series,Sedan,automatic,pr,21,105217,blue,beige,select remarketing group llc/anderson financial,2750,500,Dec
2000,BMW,5 Series,Sedan,automatic,tx,37,159860,black,tan,rii,2025,1800,Dec
2000,BMW,3 Series,Sedan,automatic,wa,25,200666,silver,gray,robert larson's hyundai,1300,2200,Dec
2000,BMW,3 Series,Sedan,automatic,ga,0,185260,green,tan,global imports,1450,1350,Dec
2000,BMW,3 Series,Coupe,automatic,il,19,137771,silver,black,par north america,2825,2300,Dec
2000,BMW,3 Series,Sedan,automatic,va,37,85851,black,beige,shirlie slack mitsubishi,2650,6600,Dec
2000,BMW,3 Series,Sedan,automatic,fl,26,207133,silver,black,courtesy kia of brandon,1175,1700,Dec
2000,Lexus,RX 300,SUV,automatic,il,0,130573,white,tan,manheim chicago,3850,3000,Dec
2000,Lexus,RX 300,SUV,automatic,va,0,148696,silver,â€”,sheehy subaru,3550,3900,Dec
2000,Lexus,RX 300,SUV,automatic,az,0,119860,white,beige,good car company inc,3950,5400,Dec
2000,Land Rover,Range Rover,SUV,automatic,sc,1,183128,black,black,axcess financial,475,500,Dec
2000,Lexus,RX 300,SUV,automatic,az,0,213366,green,beige,valley auto center,3125,2200,Dec
2000,Lexus,RX 300,SUV,automatic,pa,44,95525,gray,beige,autocelli inc,4100,6400,Jan
2000,Land Rover,Discovery Series II,SUV,automatic,il,0,156886,white,â€”,lexus of merrillville,1075,750,Dec
2000,Lexus,LX 470,SUV,automatic,nj,19,113184,gray,gray,mercedes benz of southampton,8250,8000,Dec
2000,Lexus,LX 470,SUV,automatic,wa,2,207715,gray,beige,audi of tacoma,8250,7900,Dec
2000,Lexus,LX 470,SUV,automatic,co,0,191354,gray,tan,auto brokers,8400,7500,Dec
2000,Lexus,RX 300,SUV,automatic,wa,31,201139,silver,gray,lexus of bellevue,3200,3300,Dec
2000,Land Rover,Range Rover,SUV,automatic,sc,1,135629,silver,gray,select remarketing group llc/loan max title,1350,900,Jan
2000,Toyota,Avalon,Sedan,automatic,az,0,127206,silver,gray,bill luke chrysler jeep and dodge inc,2650,3200,Dec
2000,Toyota,4Runner,SUV,automatic,ny,0,133876,silver,gray,1st security of st pete inc,4075,4150,Dec
2000,Toyota,Avalon,Sedan,automatic,il,0,183291,silver,â€”,grossinger toyota north,2075,1850,Dec
2000,Toyota,4Runner,SUV,automatic,pr,19,214481,gray,beige,select remarketing group llc/anderson financial,4175,1700,Dec
2000,Toyota,4Runner,SUV,automatic,il,0,218469,silver,â€”,tyson motor corporation,2975,2000,Dec
2000,Toyota,Camry,Sedan,automatic,il,0,154599,white,â€”,signature auto enterprises inc,1975,1950,Dec
2000,Toyota,Avalon,Sedan,automatic,tx,35,115795,white,gray,tdaf remarketing,2775,3500,Dec
2000,Toyota,Avalon,Sedan,automatic,nv,2,214637,silver,â€”,ez corp inc.,1700,1500,Dec
2000,Toyota,Avalon,Sedan,automatic,il,0,165412,white,â€”,mullers woodfield acura,2200,1200,Dec
2000,Toyota,Camry,Sedan,automatic,ma,27,128459,blue,gray,boch new to you superstore,2325,1500,Dec
2000,Toyota,Celica,Hatchback,manual,fl,0,136192,silver,black,s & s auto leasing corp,3150,2300,Dec
2000,Toyota,Camry,Sedan,automatic,fl,0,143397,white,blue,ferco motors corp,2250,2300,Dec
2000,Toyota,Corolla,Sedan,automatic,va,2,157281,beige,beige,brown's manassas kia,1375,1600,Dec
2000,Toyota,MR2 Spyder,Convertible,automatic,va,0,122763,silver,â€”,wonder automotive inc,3275,3700,Dec
2000,Toyota,Celica,Hatchback,automatic,ma,0,177592,black,â€”,us trust motors,2400,1000,Dec
2000,Toyota,Celica,Hatchback,automatic,ma,2,184515,blue,black,boch new to you superstore,2275,1100,Dec
2000,Toyota,Tundra,Extended Cab,automatic,va,21,173180,black,gray,bavarian auto sales llc,4100,5350,Dec
2000,Toyota,Celica,Hatchback,manual,fl,0,171850,white,gray,daytona toyota,1475,1500,Dec
2000,Toyota,Camry,Sedan,automatic,ma,19,158385,white,tan,metro chrysler jeep dodge,1800,1500,Dec
2000,Toyota,sienna,,automatic,ga,0,239588,silver,gray,persichetti motorsports inc,2150,2700,Dec
2000,Toyota,ECHO,Sedan,automatic,mn,0,191835,red,gray,walker quality sales,1750,1100,Dec
2000,Toyota,Camry,Sedan,automatic,mn,0,169888,silver,gray,luther hopkins honda,1850,2400,Dec
2000,Toyota,sienna,,automatic,fl,0,128441,gray,tan,off lease only inc,2375,1500,Dec
2000,Toyota,Camry,Sedan,automatic,mn,0,261320,red,tan,all cars inc,1625,800,Dec
2000,Toyota,Tundra,Extended Cab,automatic,sc,0,182674,white,gray,parks auto brokers inc,3600,5000,Dec
2000,Toyota,Camry,Sedan,automatic,oh,0,,green,tan,select remarketing group llc/midwest title loans,2025,300,Dec
2000,Toyota,Camry,Sedan,automatic,az,0,138028,silver,gray,bell road toyota,2275,1450,Dec
2000,Toyota,Tundra,Extended Cab,automatic,nj,0,202069,burgundy,â€”,aunlimited inc,3650,3250,Dec
2000,Toyota,Camry,Sedan,automatic,ut,0,202653,silver,â€”,larry h. miller toyota,1925,1550,Dec
2000,Toyota,sienna,,automatic,il,0,171955,gold,â€”,action automotive inc,2150,1900,Dec
2000,Toyota,Tundra,Extended Cab,automatic,nj,0,205728,silver,â€”,northway automotive inc,3075,2000,Dec
2000,Toyota,sienna,,automatic,il,0,180254,blue,tan,fletcher jones automotive ent,2125,1400,Dec
2000,Toyota,Camry,Sedan,automatic,va,0,173184,black,â€”,sheehy volkswagen,1825,800,Dec
2000,Toyota,Celica,Hatchback,automatic,fl,0,97474,blue,black,earl stewart toyota of north palm beach,2150,3300,Dec
2002,BMW,X5,SUV,automatic,il,0,156085,black,â€”,webb chevrolet inc,3650,2200,Dec
2002,BMW,3 Series,Coupe,automatic,md,0,196286,white,â€”,kia of waldorf,1675,1000,Dec
2002,BMW,7 Series,Sedan,automatic,md,0,118444,black,â€”,three son's auto inc,4700,4000,Dec
2002,BMW,X5,SUV,automatic,pa,23,140337,gray,black,j magnone auto group llc,4100,5000,Dec
2002,Lexus,RX 300,SUV,automatic,ga,25,177754,black,tan,audi north atlanta,5075,4600,Dec
2002,Land Rover,Freelander,SUV,automatic,tx,0,124346,gray,tan,a b c auto credit inc,1000,800,Dec
2002,Lexus,LS 430,Sedan,automatic,va,0,91757,blue,â€”,va cars inc,8100,7200,Dec
2002,Lexus,RX 300,SUV,automatic,tn,29,84271,silver,black,wells fargo dealer services,6400,7000,Dec
2002,Lexus,SC 430,Convertible,automatic,fl,0,97194,silver,black,crown eurocars inc,10000,11300,Dec
2002,Toyota,Avalon,Sedan,automatic,md,2,73284,white,tan,jim coleman toyota inc,3775,3000,Jan
2002,Toyota,ECHO,Sedan,automatic,fl,0,117221,green,gray,the touch auto sales llc,2850,3300,Dec
2002,Toyota,Camry,Sedan,automatic,md,24,183487,white,gray,jim coleman toyota inc,2750,2400,Dec
2002,Toyota,Camry,Sedan,automatic,ca,0,167590,silver,black,ratcliff auto sales,2725,3300,Dec
2002,Toyota,Avalon,Sedan,automatic,fl,19,79661,white,tan,east coast financial,3900,4500,Dec
2001,BMW,M3,Coupe,manual,fl,23,125074,silver,gray,select motor car of gainesville inc,9600,8400,Dec
2001,BMW,7 Series,Sedan,automatic,ca,24,118013,black,beige,premium auto wholesale,2600,2900,Jan
2001,BMW,3 Series,Sedan,automatic,fl,19,150991,gray,gray,east coast financial,2650,1600,Jan
2001,BMW,3 Series,Coupe,automatic,fl,0,167222,white,gray,lauderdale imports ltd bmw pembrok pines,2900,3500,Dec
2001,BMW,7 Series,Sedan,automatic,ca,0,177112,black,â€”,executive image auto group,1925,1000,Dec
2001,BMW,5 Series,Sedan,automatic,fl,19,133301,black,black,east coast financial,2675,2300,Jan
2002,Toyota,Sienna,Minivan,automatic,md,0,149307,white,â€”,manheim imports,3475,1800,Dec
2001,Lexus,GS 430,Sedan,automatic,fl,24,140989,black,beige,tdaf remarketing,4575,4600,Dec
2001,Lexus,LS 430,Sedan,automatic,md,0,185352,black,â€”,northwest bmw,5825,5000,Dec
2001,Toyota,4Runner,SUV,automatic,nj,25,194999,black,brown,lester glenn buick,3525,2800,Dec
2001,Toyota,Corolla,Sedan,automatic,qc,29,220864,red,gray,goldstar motors,1100,800,Dec
2001,Toyota,Camry,Sedan,automatic,md,2,56551,gold,beige,jim coleman toyota inc,3750,3500,Jan
2000,BMW,3 Series,Sedan,automatic,mn,0,122856,black,tan,a plus auto llc,2225,1850,Dec
2001,Toyota,Highlander,SUV,automatic,nv,0,259387,silver,â€”,unique autos,3500,3700,Dec
2000,BMW,3 Series,Sedan,automatic,ca,0,169496,black,â€”,arrowhead auto group inc,1650,1250,Dec
2000,BMW,7 Series,Sedan,automatic,md,1,151720,beige,tan,new dawn auto mall inc,1700,500,Jan
2000,BMW,5 Series,Sedan,automatic,tn,1,211192,gray,â€”,titlemax/nashville tn2,800,1025,Jan
2000,BMW,3 Series,Convertible,automatic,fl,0,89911,silver,gray,braman honda of palm beach,3500,6100,Dec
2000,BMW,3 Series,Sedan,automatic,pa,32,132169,silver,gray,faulkner bmw,2125,1900,Dec
2000,Lexus,RX 300,SUV,automatic,fl,19,207546,silver,gray,east coast financial,2950,3500,Dec
2000,Toyota,Camry,Sedan,automatic,md,2,91909,white,gray,ike motors,2225,1900,Dec
2000,Toyota,4Runner,SUV,automatic,tn,1,1,white,â€”,titlebucks / clarksville tn1,6200,1500,Dec
2000,Toyota,Avalon,Sedan,automatic,mo,0,121998,silver,â€”,century sales & leasing inc,2775,3100,Dec
2000,Toyota,Camry,Sedan,automatic,oh,19,173058,green,tan,j & f auto sales llc,1950,1100,Dec
2000,Toyota,Camry,Sedan,manual,oh,0,,gray,gray,excel auto sales,1950,700,Dec
2000,Toyota,Camry,Sedan,automatic,il,0,213562,red,â€”,divinerstyles automotives llc,1575,1500,Dec
2000,Toyota,sienna,,automatic,on,0,359123,blue,â€”,g b services,1225,950,Dec
2000,Toyota,Camry,Sedan,automatic,md,0,181417,silver,â€”,perfect performance auto sales inc,1825,1200,Dec
2002,BMW,X5,SUV,automatic,wi,19,162520,silver,gray,patrick cadillac,3425,3500,Dec
2002,BMW,3 Series,Sedan,automatic,sc,25,125655,blue,gray,car financial services inc,3000,2500,Jan
2002,BMW,5 Series,Wagon,automatic,nj,26,113761,gray,gray,autolenders liquidation center,3400,3600,Dec
2002,BMW,Z3,Convertible,manual,fl,19,1,silver,black,mercedes benz of sarasota,13400,4300,Jan
2002,BMW,7 Series,Sedan,automatic,ca,21,145956,white,tan,lobel financial corp,3925,2600,Dec
2002,BMW,3 Series,Sedan,automatic,fl,19,122319,silver,black,audi south orlando,2875,3100,Dec
2002,BMW,5 Series,Sedan,automatic,ca,2,152222,blue,beige,donate for charity,2600,2350,Dec
2002,BMW,5 Series,Sedan,automatic,pa,19,210794,silver,black,bmw of sterling,625,1000,Dec
2002,BMW,3 Series,Convertible,automatic,oh,3,113160,silver,gray,kia of bedford,4525,3300,Dec
2002,BMW,7 Series,Sedan,automatic,fl,19,135845,gray,beige,westlake financial services,3875,2700,Jan
2002,Land Rover,Freelander,SUV,automatic,ga,29,98921,black,beige,gwinnett place honda,2325,2550,Dec
2002,Lexus,RX 300,SUV,automatic,wa,39,110954,gold,beige,lexus of bellevue,5750,4800,Dec
2002,Lexus,ES 300,Sedan,automatic,ga,36,123749,black,black,wells fargo dealer services,4675,4300,Jan
2002,Land Rover,Freelander,SUV,automatic,nv,2,86872,blue,â€”,land rover las vegas,1500,600,Jan
2002,Lexus,RX 300,SUV,automatic,fl,37,143855,white,tan,lexus of palm beach,5400,5300,Dec
2002,Lexus,IS 300,Sedan,manual,wa,35,168053,blue,black,vroom,3475,3500,Dec
2002,Lexus,IS 300,Sedan,automatic,ga,3,194773,blue,black,nalley lexus roswell,2875,2900,Dec
2002,Lexus,SC 430,Convertible,automatic,fl,19,122545,silver,beige,myrddin fleet services,8300,6500,Dec
2002,Lexus,ES 300,Sedan,automatic,fl,25,83990,â€”,tan,jm lexus,5500,4200,Dec
2002,Toyota,Highlander,SUV,automatic,fl,33,183463,gold,beige,auto sails inc,4250,4700,Feb
2002,Toyota,Highlander,SUV,automatic,fl,19,269024,blue,gray,coggin honda of ft pierce,4950,1800,Dec
2002,Toyota,Highlander,SUV,automatic,ga,19,168348,gold,tan,jim ellis,4975,4400,Dec
2002,Toyota,Camry,Sedan,automatic,ga,21,141395,gold,tan,automobile acceptance corp,3250,3800,Dec
2002,Toyota,Camry,Sedan,automatic,ga,19,93930,blue,gray,nextgear capital,4750,4300,Dec
2002,Toyota,Camry,Sedan,automatic,tx,26,174179,blue,gray,the hertz corporation,2325,2400,Dec
2002,Toyota,Tacoma,Xtracab,automatic,ca,19,317376,green,tan,premium auto wholesale,5300,3800,Jan
2002,Toyota,Prius,Sedan,automatic,md,24,147560,silver,â€”,jim coleman toyota inc,1975,2000,Dec
2002,Toyota,Camry,Sedan,automatic,ca,34,263322,blue,gray,aaero sweet company,1950,2500,Dec
2002,Toyota,Camry,Sedan,automatic,fl,19,155432,black,gray,autonation toyota fort myers,2950,2800,Dec
2002,Toyota,Corolla,Sedan,automatic,nc,21,107459,blue,beige,boyd chevrolet buick gmc,2000,2400,Dec
2002,Toyota,Highlander,SUV,automatic,tn,27,113554,blue,beige,professional financial services / murfreesboro,5750,5900,Dec
2002,Toyota,Camry,Sedan,automatic,ca,27,145763,blue,gray,buyers auto sales,3200,4300,Dec
2002,Toyota,Sienna,Minivan,automatic,fl,28,113142,silver,beige,autonation chevrolet delray,2475,2500,Dec
2002,Toyota,Avalon,Sedan,automatic,fl,19,194273,gold,beige,lexus of tampa bay,3025,2400,Dec
2002,Toyota,Camry Solara,Convertible,automatic,ca,2,133999,silver,â€”,lexus of marin,2475,2100,Jan
2002,Toyota,Highlander,SUV,automatic,fl,41,217277,black,gray,auto sails inc,5450,4800,Jan
2002,Toyota,Sienna,Minivan,automatic,ca,31,193951,white,gray,auto finance solutions,2775,1800,Dec
2001,BMW,X5,SUV,automatic,pa,19,173213,gold,beige,c & b motors,2775,2950,Dec
2001,BMW,7 Series,Sedan,automatic,fl,39,126540,white,tan,autonation chevrolet pembroke pines,2500,2700,Dec
2001,BMW,X5,SUV,automatic,fl,19,106808,silver,â€”,courtesy toyota of brandon,4400,4200,Dec
2001,BMW,7 Series,Sedan,automatic,ca,33,1,silver,black,bmw of murrieta,4000,2700,Dec
2001,BMW,3 Series,Convertible,manual,ma,19,140786,black,red,clay subaru,3200,2800,Dec
2001,BMW,7 Series,Sedan,automatic,or,34,129536,silver,gray,west coast auto enthusiasts llc,2500,3950,Dec
2001,BMW,3 Series,Sedan,manual,ma,24,107778,gray,black,southern remarketing solutions/regions bank,3775,2950,Dec
2001,BMW,3 Series,Sedan,automatic,nv,19,201695,gray,black,innovate auto finance,1475,750,Jan
2001,BMW,5 Series,Sedan,manual,ca,3,222727,blue,tan,charitable auto resource,825,600,Dec
2001,Lexus,LS 430,Sedan,automatic,pa,35,70429,blue,tan,alans autos,6975,8600,Dec
2001,Land Rover,Range Rover,SUV,automatic,fl,42,138324,gray,gray,florida auto and truck exchange inc,2650,2800,Dec
2001,Lexus,LS 430,Sedan,automatic,ga,2,146213,silver,black,persichetti motorsports inc,6075,3500,Dec
2001,Lexus,IS 300,Sedan,automatic,ga,24,219520,black,black,automobile acceptance corp,2400,2200,Dec
2001,Toyota,Avalon,Sedan,automatic,oh,1,1,silver,gray,toyota west,3525,325,Dec
2001,Toyota,Celica,Hatchback,automatic,fl,19,104620,red,black,autonation chevrolet coral gables,3025,1600,Dec
2001,Toyota,Highlander,SUV,automatic,ca,23,179263,black,beige,onemain rem/coast to coast auto group,3925,3600,Jan
2001,Toyota,Tundra,Access Cab,automatic,ma,34,99110,gray,beige,boch toyota/scion south,6775,6500,Dec
2001,Toyota,Tundra,Access Cab,automatic,ma,21,169023,green,tan,boch toyota/scion south,5300,3700,Feb
2001,Toyota,Highlander,SUV,automatic,on,19,300631,silver,beige,mercedes-benz,3850,4300,Dec
2001,Toyota,Sequoia,SUV,automatic,fl,19,131799,white,beige,lexus of clearwater,4850,3600,Dec
2001,Toyota,Prius,Sedan,automatic,fl,2,64554,green,gray,gold financial corporation,2800,2700,Feb
2001,Toyota,Corolla,Sedan,automatic,fl,19,149466,white,gray,courtesy kia of brandon,1600,1700,Dec
2000,BMW,3 Series,Sedan,manual,pa,2,109428,silver,gray,bmw of manhattan inc,2725,1200,Dec
2000,BMW,3 Series,Sedan,automatic,ca,19,189887,white,tan,aaero sweet company,1350,1300,Dec
2000,BMW,5 Series,Sedan,automatic,oh,1,165973,gray,tan,integrity cycles llc,1375,400,Jan
2000,BMW,7 Series,Sedan,automatic,md,19,104425,green,tan,greenwood remarketing,1900,1300,Dec
2000,BMW,7 Series,Sedan,automatic,fl,32,201483,red,beige,lexus of palm beach,550,1500,Dec
2000,BMW,3 Series,Coupe,automatic,ca,25,257853,gray,black,lexus of stevens creek,1275,2000,Dec
