year,make,model,trim,body,transmission,vin,state,qty sold,odometer,color,interior,seller,mmr,sellingprice,saledate
2002,Lexus,LX 470,Base,SUV,automatic,jtjht00w923515463,il,0,126009,white,—,perillo bmw inc,12650,12300,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f220090091,fl,19,123500,gold,beige,courtesy hyundai,7400,6700,Thu Dec 18 2014 16:20:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,,jthbf30g920012641,az,26,182844,black,black,california auto finance,3550,2800,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,,4t1be32k92u574338,va,0,249512,green,—,rosner motors inc,2075,2100,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,jtdbe32k220028105,ga,0,203123,beige,beige,lewis page auto brokers,2525,2700,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28bx2u260924,ga,0,152445,green,gray,luxury imports inc,3475,1800,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k12u051959,il,0,221952,black,—,phillips chevrolet inc,2325,1700,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Avalon,XLS,Sedan,,4t1bf28b92u201816,tx,26,133295,white,tan,supreme fcu,3500,4600,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k82u518228,ga,22,365286,green,tan,nalley toyota stonecrest,1175,2100,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k12u614900,il,0,126217,silver,—,chignoli auto sales inc,3250,4200,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,,4t1be32k12u002292,pa,4,79081,silver,gray,autocelli inc,3725,5800,Fri Dec 19 2014 09:15:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k82u619253,ga,26,261534,blue,beige,automobile acceptance corp,1950,2300,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Camry Solara,SE V6,Coupe,automatic,2t1cf22p22c581382,mn,0,221338,silver,black,rudy luther toyota,1050,2000,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf30k42u006420,fl,0,138573,black,gray,earl stewart toyota of north palm beach,2675,2700,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k92u640130,la,26,196559,brown,—,acadian credit plan inc,2575,300,Thu Dec 18 2014 10:30:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf30k42u525726,mn,0,211078,red,gray,burnsville toyota,1900,2500,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,,4t1be32k72u100369,fl,19,219745,silver,tan,executive auto brokers & leasing inc,2375,2300,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k72u058060,ga,19,198115,black,gray,nalley nissan decatur,2600,2400,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2002,Toyota,Camry Solara,SE V6,Coupe,,2t1cf28p32c554506,nj,0,160586,silver,—,feretti motors,3075,1700,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k02u047238,ga,0,205649,white,gray,lewis page auto brokers,2500,3000,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b82u220437,il,0,125319,silver,—,hawks collision repair center inc,3450,2900,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k22u072173,il,0,166483,silver,—,mc grath honda,2875,2900,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Camry,XLE,Sedan,automatic,4t1be30k22u103067,ny,0,174072,beige,gray,b & b auto sales llc,3050,2200,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k22u535073,ga,44,111527,silver,gray,wells fargo dealer services,3400,3200,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k52u616035,ga,25,177346,black,gray,toyota of greenville,2800,3500,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k72u009750,ny,0,157182,black,tan,della honda,2950,1950,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k32u050957,fl,0,31312,silver,gray,clearwater toyota,4175,3200,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf32kx2u523489,nv,0,78824,silver,—,lexus of las vegas,3300,5800,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,,4t1bf30k12u009128,il,0,187709,gray,—,primo motor cars,2150,3000,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,jtdbe32k820042560,nv,2,221264,white,—,automotive remarketing inc,2525,2600,Wed Dec 31 2014 11:00:00 GMT-0800 (PST)
2002,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b42u202355,il,0,189089,red,—,primo motor cars,2425,2400,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Avalon,XL,Sedan,,4t1bf28b12u248256,va,0,186725,beige,—,sports and imports inc,2475,3400,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
2002,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b62u208058,fl,2,166089,white,beige,fiserv/independent bank,3250,2100,Mon Dec 22 2014 08:30:00 GMT-0800 (PST)
2002,Toyota,Camry,XLE,Sedan,automatic,4t1be30k42u604512,az,0,,blue,gray,findlay honda flagstaff,3700,4650,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2002,Toyota,Camry,XLE,Sedan,,jtdbe32k920045533,nj,0,150092,silver,—,hi class auto sales inc,3550,3300,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf32k62u512800,va,41,124446,blue,gray,mcmb financial,3275,4600,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2002,Toyota,Camry,SE,Sedan,,jtdbe32k120127949,il,0,1,gray,—,grossinger city toyota,3000,2850,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,jtdbf32k620039217,hi,0,132558,white,—,big brother big sister foundation inc,2725,1600,Wed Dec 17 2014 14:35:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k22u635965,fl,0,201484,blue,gray,florida avenue cars inc,2525,1500,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,,4t1be32k12u085545,nj,0,159533,white,—,american bodywork & collision,2925,2000,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32kx2u536004,tx,0,143204,beige,tan,durant toyota,3100,4200,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
2002,Toyota,Highlander,Limited,SUV,automatic,jtegf21a220035590,ga,19,165856,blue,tan,nalley toyota of roswell,4975,4700,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2002,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e52z610481,fl,0,181911,silver,gray,crown hyundai,1500,1300,Thu Dec 18 2014 16:50:00 GMT-0800 (PST)
2002,Toyota,Tacoma,PreRunner V6,Xtracab,automatic,5tesn92n22z058976,nv,0,210023,silver,—,jersey's auto sales,5375,5300,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf30kx2u527920,ga,0,168817,white,beige,redline auto brokers llc,2825,3500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e42z644007,fl,19,105515,white,gray,coggin chevrolet at the avenues,2175,2300,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
2002,Toyota,Sienna,LE,Minivan,automatic,4t3zf13c72u458313,mn,0,140547,gold,tan,harry browns family automotive,2900,1800,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2002,Toyota,Tacoma,Base,Regular Cab,manual,5tenl42n22z105123,fl,0,251289,white,gray,enterprise fm exchange/tra/lease,1775,1700,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2002,Toyota,Sienna,CE,Minivan,automatic,4t3zf19c72u415517,nj,0,169838,green,beige,after 5 motors inc,2050,1600,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2002,Toyota,Sienna,LE,Minivan,automatic,4t3zf13cx2u435320,va,35,218603,silver,gray,joyce koons honda buick gmc,2675,2500,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2002,Toyota,Highlander,Limited,SUV,automatic,jtegf21a720064437,nc,32,188330,blue,beige,karz direct inc,4625,5800,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2002,Toyota,ECHO,Base,Coupe,manual,jtdat123520247199,fl,19,123069,green,—,courtesy toyota of brandon,1650,2100,Thu Dec 18 2014 16:20:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be30k32u042991,nv,2,1,gold,—,automotive remarketing inc,4550,3400,Wed Feb 18 2015 16:00:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,,jtehf21a520082973,nj,0,156361,green,—,mallen enterprises inc,5075,4300,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2002,Toyota,Tacoma,PreRunner V6,Xtracab,automatic,5tesn92n82z142994,ga,19,63265,silver,gray,cameron motor sports,7900,7700,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Sienna,LE,Minivan,automatic,4t3zf13c82u441018,tx,0,117875,gold,tan,autonation toyota north arlington,3050,2750,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2002,Toyota,Corolla,LE,Sedan,automatic,1nxbr12e92z570289,ca,0,192674,beige,beige,lithia nissan of fresno,1400,2100,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
2002,Toyota,Sienna,CE,Minivan,,4t3zf19c62u465227,or,27,181072,beige,tan,hertz remarketing,1925,2200,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2002,Toyota,Tacoma,PreRunner V6,Xtracab,automatic,5tesn92n92z127064,fl,0,78616,red,—,global auto group inc,7625,8700,Thu Dec 18 2014 10:50:00 GMT-0800 (PST)
2002,Toyota,Sienna,XLE,Minivan,,4t3zf13c82u442928,va,19,173672,silver,blue,toyota of stafford,3325,2900,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2002,Toyota,Corolla,S,Sedan,,1nxbr12e02z651665,va,35,151605,white,black,lance adams auto sales llc,1700,3000,Mon Dec 29 2014 09:35:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegf21a720068097,az,0,174049,blue,gray,findlay toyota flagstaff,5350,1825,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2002,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e72z643692,tx,3,158162,black,black,purple heart,1650,1400,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,,jtegf21a920068473,nj,35,64253,blue,gray,lester glenn buick,6450,6200,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Limited,SUV,automatic,jtehf21a020079043,mn,36,166740,beige,tan,motorwerks bmw,5650,5600,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2002,Toyota,Sienna,XLE,Minivan,automatic,4t3zf13c22u434212,mn,0,152525,white,gray,alecs auto llc,3475,2000,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2002,Toyota,Corolla,CE,Sedan,,1nxbr12e32z565444,il,0,112344,turquoise,—,grossinger city toyota,2100,1600,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
2002,Toyota,Sienna,XLE,Minivan,automatic,4t3zf13c52u443275,nv,0,208515,beige,—,stephen wade toyota,3100,2550,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,jtdbf30k220001695,va,19,170460,silver,gray,browns alexandria mazda,2800,2500,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
2002,Toyota,Corolla,CE,Sedan,,1nxbr12e22z591792,nv,2,92922,green,—,la sierra auto sales,2275,1200,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2002,Toyota,Prius,Base,Sedan,,jt2bk12u320041730,wa,0,,white,—,405 motors,1825,1200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegf21a620062887,la,0,99522,blue,—,courtesy toyota,5875,7300,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2002,Toyota,Celica,GT,Hatchback,automatic,jtddr32t320119051,ga,19,124797,black,black,manheim auctions,2800,3100,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtehf21a020086350,mn,0,165060,green,gray,rudy luther toyota,4975,4500,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegd21a020036551,va,27,160701,blue,beige,a & r automobile sales  llc,6150,4800,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,,jtehf21a520059550,il,0,152216,black,—,grossinger city toyota,4950,4250,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
2002,Toyota,Sienna,CE,Minivan,automatic,4t3zf19cx2u481141,ny,0,129124,silver,gray,della honda of glens falls,2400,1800,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegd21a920027492,wi,0,109258,silver,gray,jack safro toyota,6925,6000,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Sienna,LE,Minivan,,4t3zf13c12u427302,il,0,129381,blue,—,honda on grand,3000,3400,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtehd21a320015004,nj,0,186153,silver,—,sams auto wholesale inc,4950,4800,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2001,BMW,7 Series,740iL,Sedan,automatic,wbagh83471dp21556,mi,21,139553,silver,black,malsia used car sales,2250,1000,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,330Ci,Convertible,automatic,wbabs534x1ju82452,fl,19,118772,silver,gray,gold financial corporation,3875,3200,Fri Dec 19 2014 10:30:00 GMT-0800 (PST)
2001,BMW,3 Series,330Ci,Convertible,automatic,wbabs53481ju83003,fl,19,100247,gold,tan,zimmerman auto brokers inc,4525,4800,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,automatic,wbaav33431fu79712,fl,0,156530,blue,—,tropical chevrolet,2175,1500,Fri Dec 19 2014 09:35:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,automatic,wbaan37491nd47685,fl,19,138748,white,tan,mid atlantic finance/clearwater,2325,1900,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2001,BMW,Z3,3.0i,Convertible,automatic,wbacn53441ll48441,az,0,85248,blue,brown,bill luke fiat,6875,7600,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2001,BMW,5 Series,540i,Sedan,manual,wbadn53441gc96406,az,0,96937,green,beige,chapman honda,4950,3700,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2001,BMW,5 Series,530i,Sedan,automatic,wbadt63491cf06792,mi,0,125028,black,tan,lafontaine volkswagen of dearborn,2900,2600,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2001,BMW,X5,3.0i,SUV,manual,wbafa53581lh78347,az,2,140121,black,black,security financial,3050,3100,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2001,BMW,3 Series,330xi,Sedan,,wbaav53491fj66742,az,0,107800,white,black,autonation ford scottsdale,3450,950,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2001,BMW,7 Series,740i,Sedan,automatic,wbagg83421dn82259,va,2,98653,black,beige,dt inventory,3050,2200,Thu Dec 18 2014 11:50:00 GMT-0800 (PST)
2001,BMW,X5,4.4i,SUV,automatic,wbafb33541lh20771,mi,28,108516,silver,black,erhard bmw,4175,4900,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,330Ci,Coupe,automatic,wbabn53451ju34364,ny,23,148003,black,black,cellexpress inc,3525,2400,Wed Dec 17 2014 10:50:00 GMT-0800 (PST)
2001,BMW,3 Series,330xi,Sedan,automatic,wbaav53491js96579,fl,29,141635,black,black,platinum auto finance llc,2800,1800,Thu Dec 18 2014 17:00:00 GMT-0800 (PST)
2001,BMW,X5,4.4i,SUV,automatic,wbafb33581lh27349,nc,0,164329,white,tan,crown honda greensboro,2875,1700,Thu Dec 18 2014 14:30:00 GMT-0800 (PST)
2001,BMW,Z3,3.0i,Convertible,,wbacn53491ll47897,pa,0,139350,black,—,bmw of sterling,3800,4400,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2001,BMW,X5,4.4i,SUV,automatic,wbafb33541lh18261,fl,0,122909,black,black,florida fine cars inc,3875,1500,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,325xi,Sedan,automatic,wbaav33481ee76409,nj,0,157594,gray,—,return to perfection inc,2425,1900,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,330i,Sedan,,wbaav53431fj68986,pa,0,82047,silver,—,bmw of sterling,3800,3600,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,manual,wbaav33421fv02770,va,19,124565,black,gray,ez title loans/zaina corp,2700,1700,Thu Dec 18 2014 08:50:00 GMT-0800 (PST)
2001,BMW,X5,4.4i,SUV,,wbafb33501lh26485,ga,29,142179,black,tan,tdaf remarketing,3550,3900,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2001,BMW,3 Series,325Ci,Convertible,automatic,wbabs33431jy54332,nc,19,112807,blue,gray,coastal credit llc/virginia beach/virginia beac,3775,1400,Mon Jan 26 2015 00:31:00 GMT-0800 (PST)
2001,BMW,3 Series,325Ci,Coupe,manual,wbabn33451jw48260,va,22,89608,silver,black,sullivan auto trading inc,4100,4500,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,manual,wbaav33461fv02450,ca,0,166632,black,—,premium auto wholesale,2000,2500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2001,BMW,5 Series,525i,Wagon,automatic,wbads43451gd84982,mi,0,146917,black,tan,crest lincoln inc,2300,2800,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,automatic,wbaav33411fu83497,ma,26,188560,gray,gray,boch new to you superstore,1625,1100,Thu Dec 18 2014 18:30:00 GMT-0800 (PST)
2001,BMW,5 Series,525i,Sedan,,wbadt43421gf56477,va,0,116629,gray,—,georgetown auto sales inc,1775,2300,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2001,BMW,5 Series,530i,Sedan,manual,wbadt53431ce91054,ne,0,157603,blue,tan,woodhouse ford inc,2125,2100,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2001,BMW,3 Series,330xi,Sedan,automatic,wbaav53451fj69069,tn,36,86177,red,brown,remarketing of america,3575,3500,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2001,BMW,5 Series,525i,Sedan,automatic,wbadt43471gx22733,va,19,110373,black,tan,primeritus remarketing/best buy cars inc.,1825,2500,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2001,Land Rover,Range Rover,4.6 HSE,SUV,,salpm16421a449428,wa,0,167711,gold,—,dougs lynnwood mazda,1275,600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2001,Lexus,LX 470,Base,SUV,automatic,jtjht00w613507397,mo,0,145985,gray,—,hendrick lexus kansas city,10300,9900,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30f810021128,fl,0,247447,black,gray,classic auto brokers inc,5425,5200,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2001,Lexus,LX 470,Base,SUV,automatic,jtjht00w113503189,ca,0,208438,white,tan,ar motorsport,8875,9600,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
2001,Lexus,ES 300,Base,Sedan,automatic,jt8bf28g010329480,il,0,227247,silver,—,renew wholesale auto sales inc,1500,1750,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2001,Lexus,IS 300,Base,Sedan,automatic,jthbd182810011756,tx,17,152628,silver,black,dt inventory,2625,2500,Tue Dec 30 2014 10:30:00 GMT-0800 (PST)
2001,Lexus,ES 300,Base,Sedan,automatic,jt8bf28g515104992,az,0,189706,white,beige,dealer network group auto wholesale,2150,2300,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2001,Lexus,ES 300,Base,Sedan,automatic,jt8bf28g915105448,fl,0,120398,brown,tan,arg inc,3325,1400,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2001,Lexus,GS 430,Base,Sedan,automatic,jt8bl69s810002456,fl,2,106973,silver,black,d&a fine cars,5450,5300,Fri Dec 19 2014 09:25:00 GMT-0800 (PST)
2001,Toyota,Sequoia,SR5,SUV,,5tdbt44a11s030990,va,19,222079,silver,gray,mazda and volkswagon of fredericksburg,3350,2500,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,automatic,2t1br12e71c399980,va,44,1,silver,tan,purple heart,2075,400,Thu Dec 18 2014 11:50:00 GMT-0800 (PST)
2001,Toyota,4Runner,SR5,SUV,automatic,jt3hn86r410337334,il,26,1,silver,gray,nationwide acceptance,4700,1500,Thu Jan 08 2015 14:00:00 GMT-0800 (PST)
2001,Toyota,Celica,GT,Hatchback,,jtddr32t710081001,il,0,203938,black,—,signature auto enterprises inc,1250,1500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2001,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b11u135468,az,2,80548,silver,gray,maximum title loans,3400,3500,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,automatic,jtehf21a110013504,il,0,172557,black,—,grossinger toyota north,4475,2800,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
2001,Toyota,Sequoia,Limited,SUV,automatic,5tdbt48a91s045196,il,0,111837,black,—,silver auto sales inc,4675,5500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,,jtegf21a510014800,pa,38,146085,beige,beige,adcock brothers inc,3900,5400,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,automatic,jtegf21a210025267,ga,0,223648,silver,gray,j t philips auto,3525,3400,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2001,Toyota,Avalon,XL,Sedan,,4t1bf28b11u115026,fl,29,117695,gray,gray,courtesy palm harbor honda,2875,3600,Thu Dec 18 2014 16:20:00 GMT-0800 (PST)
2001,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b61u166344,fl,0,163255,white,gray,coconut creek auto mall,2200,2900,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2001,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b91u164278,il,0,102546,silver,—,mercedes benz of orland park,3075,4100,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2001,Toyota,ECHO,Base,Coupe,automatic,jtdat123610160488,la,0,109430,blue,—,team honda,2125,2100,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,,jtehf21a510027759,on,0,268827,beige,—,napat limited,3850,4000,Thu Dec 18 2014 18:30:00 GMT-0800 (PST)
2001,Toyota,Sequoia,Limited,SUV,automatic,5tdzt38a71s033587,fl,0,255701,black,gray,ocean honda,3050,2900,Thu Dec 18 2014 17:00:00 GMT-0800 (PST)
2001,Toyota,Camry,LE,Sedan,,jt2bf22k210292603,nv,0,131864,white,—,jersey's auto sales,2075,3300,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2001,Toyota,Camry,LE,Sedan,automatic,4t1bf28k51u957786,nv,0,236201,blue,—,gaudin motor co,1400,1500,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
2001,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b61u154209,tx,0,132016,gray,gray,dick poe toyota,2675,2500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2001,Toyota,Corolla,LE,Sedan,automatic,2t1br12e01c401536,fl,0,204563,gray,gray,ocean honda,1025,1400,Thu Dec 18 2014 17:00:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,,jtegf21a810010207,pa,19,121190,green,beige,nawi leasing inc,3625,3000,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,,2t1br12ex1c851419,on,0,261730,black,—,g b services,650,450,Thu Dec 18 2014 18:30:00 GMT-0800 (PST)
2001,Toyota,Sequoia,Limited,SUV,automatic,5tdbt48a51s052131,il,0,117182,gray,—,grossinger city toyota,4675,4000,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
2001,Toyota,4Runner,SR5,SUV,,jt3hn86r210344315,va,33,162354,white,beige,blue knob auto sales inc,3500,3900,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
2001,Toyota,4Runner,SR5,SUV,,jt3hn86r310342394,pa,0,167038,black,—,luxury fleet serv inc,3475,3500,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2001,Toyota,Celica,GT,Hatchback,automatic,jtddr32t310095333,mn,3,181801,red,gray,burnsville toyota,1300,1200,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e71z461618,tx,0,134031,white,tan,texas preowned auto group,1600,2600,Fri Dec 19 2014 11:00:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,automatic,jtehf21a210001569,il,0,215132,silver,—,mc grath honda,4200,4400,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,,jtehf21a710037483,va,0,158153,white,—,wind rider auto outlet inc,4575,4200,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
2001,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b01u175704,nv,0,200132,black,—,kingman honda,1875,1700,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e51z537661,nv,0,117361,beige,—,shaker motors,1650,2250,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
